# ,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
8003,150967402,1,5453049,40,13,9,0.21846543435850313,20,0,1,0,0,5,24,1
8004,151129878,2,5469049,56,36,10,0.3409518190971398,17,0,0,0,0,19,19,1
8005,150335300,2,5475200,58,30,12,0.35742673586352214,25,0,0,0,0,5,12,1
8006,148789567,1,5481336,44,13,18,0.252451496110938,5,0,0,0,0,18,18,1
8007,150741997,1,5490000,39,18,1,0.2365299093840991,NaN,NaN,0,0,0,6,17,0
8008,147632125,1,5500000,38,19,7,0.3200284147410222,20,0,0,0,0,6,17,0
8009,150047036,2,5500000,42,30,10,0.22772193347205508,NaN,NaN,0,0,0,24,25,0
8010,145871298,2,5500000,68,42,10,0.27980506535953137,20,0,0,0,0,7,17,1
8011,151080429,1,5500000,44,16,12,0.3473493036766451,NaN,NaN,1,0,0,1,3,0
8012,149433619,5,16200000,152,80,32,0.2816365517954851,20,0,1,0,0,6,9,0
8013,149333291,1,3153183,26,14,1,0.2639945066092302,10,0,1,0,0,6,6,1
8014,146922372,3,10000000,85,49,12,0.3240560351767097,NaN,NaN,0,0,0,4,20,1
8015,35593962,1,5500000,40,17,10,0.34191537469445815,10,0,0,0,0,7,18,0
8016,149338732,1,5500000,49,22,13,0.2954850325553741,20,0,1,0,0,6,10,0
8017,150903378,1,5500000,38,17,9,0.2344141248816939,NaN,NaN,0,0,0,5,5,0
8018,12158668,1,5500000,45,18,9,0.24128496163260918,10,0,0,0,0,10,17,0
8019,150087896,1,5500000,45,19,10,0.24868130468463187,10,0,0,0,0,3,18,0
8020,3812491,2,5500000,48,23,13,0.22719447243110835,NaN,NaN,0,0,0,11,12,1
8021,151129809,2,5504822,65,34,12,0.2683205565976069,22,0,0,0,0,16,21,1
8022,151129496,2,5509397,64,34,12,0.3409518190971398,17,0,0,0,0,10,19,1
8023,150928067,2,5510400,56,27,11,0.3566368585138825,25,0,0,0,0,6,17,1
8024,150984128,2,5519940,59,39,1,0.2262247598877076,15,0,0,0,0,8,16,1
8025,148431935,2,5550000,49,27,18,0.3812697257229459,NaN,NaN,1,0,0,4,9,0
8026,149672686,3,5550000,78,41,1,0.2645850790026747,NaN,NaN,0,0,0,3,22,0
8027,148601616,2,5550000,57,35,10,0.26301374751037043,NaN,NaN,1,0,0,9,15,0
8028,151098507,1,5560128,47,16,16,0.252451496110938,5,0,0,0,0,17,18,1
8029,151130255,2,5575180,68,30,10,0.2683205565976069,22,0,0,0,0,14,21,1
8030,150335364,3,5583500,65,39,7,0.3562639427613344,25,0,0,0,0,10,12,1
8031,150694755,1,5600000,35,20,10,0.23450176036066375,NaN,NaN,0,0,0,12,25,0
8032,144577984,1,5600000,47,21,11,0.23351777353565958,15,0,1,0,0,17,17,0
8033,148974714,1,5600000,39,20,10,0.23050989323768906,12,0,0,0,0,16,17,0
8034,150739379,2,5600000,64,34,11,0.26301374751037043,10,0,1,0,0,14,19,0
8035,150844466,1,5600000,39,20,14,0.2365299093840991,15,0,0,0,0,8,12,0
8036,150844542,2,5600000,39,34,1,0.2365299093840991,15,0,0,0,0,8,12,0
8037,30151012,1,5600000,39,19,8,0.31560296295892487,5,0,0,0,0,13,17,0
8038,150818148,1,5600000,46,24,10,0.23351777353565958,10,0,1,0,0,10,17,0
8039,150191347,2,5600000,60,28,17,0.3573337711513548,NaN,NaN,0,0,0,3,3,0
8040,150417859,1,2000000,25,16,6,0.22462794478748715,NaN,NaN,0,0,0,2,2,0
8041,150508214,1,2941120,22,11,5,0.252451496110938,5,0,0,0,0,1,9,1
8042,149704270,2,4700000,40,28,8,0.2365299093840991,15,0,0,0,0,12,12,0
8043,151111571,2,5600000,56,33,10,0.26301374751037043,NaN,NaN,1,0,0,3,17,0
8044,150305580,1,5600000,51,17,11,0.23351777353565958,NaN,NaN,1,0,0,7,17,0
8045,150154735,2,5600000,43,23,10,0.22666059626642365,10,0,0,0,0,5,24,0
8046,149888997,1,5600000,46,17,13,0.23622736169938566,20,1,0,0,0,3,3,0
8047,148473163,1,5607280,42,NaN,12,0.3072447885553976,10,0,0,0,0,2,9,1
8048,151098721,1,5611500,43,NaN,1,0.24961626858209954,10,1,0,0,0,6,17,1
8049,150008956,1,5619000,42,22,12,0.21831360175960388,5,0,0,0,0,10,25,1
8050,148473299,1,5632550,42,NaN,12,0.3072447885553976,10,0,0,0,0,8,9,1
8051,49324869,1,5650000,44,19,12,0.2429236872959317,22,1,1,0,0,3,3,0
8052,150584626,1,5650000,43,21,12,0.23181459019063444,NaN,NaN,1,0,0,2,16,0
8053,148473247,1,5695800,43,NaN,12,0.3072447885553976,10,0,0,0,0,8,9,1
8054,148776000,1,5700000,39,19,8,0.32253199305689295,NaN,NaN,0,0,0,15,17,0
8055,19357864,1,5700000,40,20,9,0.2546139697719875,NaN,NaN,0,0,0,13,16,0
8056,150602539,1,5700000,40,18,9,0.2494916994183361,20,1,0,0,0,10,17,0
8057,150327078,2,5700000,64,39,10,0.2645850790026747,20,0,1,0,0,2,22,0
8058,151025095,1,5700000,38,22,12,0.3448830083281164,10,0,0,0,0,1,3,0
8059,148473347,1,5702300,44,NaN,12,0.3072447885553976,10,0,0,0,0,7,9,1
8060,150409923,3,5706000,71,47,8,0.2639945066092302,NaN,NaN,0,0,0,5,13,1
8061,150488406,1,5724000,64,NaN,NaN,0.32633403430204744,15,0,1,0,0,1,3,1
8062,148473056,1,5742000,39,NaN,11,0.3072447885553976,10,0,0,0,0,9,9,1
8063,149366476,1,5745480,43,16,13,0.24466132220694628,15,1,1,0,0,2,3,0
8064,150501198,2,5748210,66,NaN,1,0.2354655470217438,10,1,1,0,0,6,7,1
8065,151053058,1,5754600,41,14,10,0.24961626858209954,10,1,0,0,0,3,17,1
8066,148473099,1,5762900,40,NaN,12,0.3072447885553976,10,0,0,0,0,9,9,1
8067,150984213,2,5777240,66,45,1,0.2262247598877076,15,0,0,0,0,4,16,1
8068,150966391,2,6009500,50,25,9,0.24321120358291698,15,1,1,0,0,1,3,1
8069,150862677,2,6600000,51,28,10,0.24410049344040596,7,0,1,0,0,2,3,0
8070,151031260,1,3730000,42,30,8,0.2272810515270687,NaN,NaN,1,0,0,2,3,0
8071,150499780,2,5778323,73,NaN,1,0.2354655470217438,10,1,1,0,0,2,9,1
8072,12722545,3,5782200,62,41,11,0.24807516987649578,15,0,0,0,0,12,17,1
8073,148295566,3,5793886,74,NaN,NaN,0.5310813002221482,NaN,NaN,0,0,0,1,7,1
8074,150701994,2,5795000,72,32,16,0.32536065401313097,15,0,1,0,0,1,3,0
8075,150928054,2,5796000,56,27,11,0.3584084578681826,25,0,0,0,0,6,17,1
8076,148473251,1,5796840,43,NaN,12,0.3072447885553976,10,0,0,0,0,3,9,1
8077,150096906,1,5800000,45,20,12,0.22107403448765864,5,1,1,0,0,2,15,0
8078,149618155,3,5800000,55,41,7,0.2536756648026196,NaN,NaN,1,0,0,7,9,0
8079,148006817,1,5800000,46,22,14,0.22220274651734423,5,0,1,0,0,10,12,0
8080,23007624,1,5800000,42,17,10,0.23282499311339191,NaN,NaN,0,0,0,14,17,0
8081,150501437,3,5800000,62,51,8,0.2570310331501823,NaN,NaN,1,0,0,5,5,0
8082,150287352,1,5800000,32,13,13,0.23381476833778606,8,0,0,0,0,2,9,0
8083,150383269,1,5800000,44,21,11,0.2187532684908968,5,0,0,0,0,13,17,0
8084,148100977,2,5800000,58,35,9,0.26301374751037043,20,0,1,0,0,16,19,0
8085,146801950,1,5800000,40,18,10,0.23935048826449512,NaN,NaN,0,0,0,13,17,0
8086,150955664,2,5800000,43,24,9,0.22631828453452407,NaN,NaN,1,0,0,13,20,1
8087,150488648,2,5801000,61,31,NaN,0.32633403430204744,15,0,1,0,0,3,3,1
8088,150488645,2,5825000,62,31,NaN,0.32633403430204744,15,0,1,0,0,2,3,1
8089,150508297,2,5827700,57,27,10,0.252451496110938,5,0,0,0,0,12,18,1
8090,151053088,1,5830000,42,18,9,0.24961626858209954,10,1,0,0,0,4,17,1
8091,149409681,1,5850000,46,19,9,0.2334924418525163,20,0,0,0,0,2,12,0
8092,147228307,2,5874960,64,37,13,0.24807516987649578,15,0,1,0,0,17,17,1
8093,149953118,1,5890000,44,18,12,0.31499694365096464,NaN,NaN,0,0,0,12,20,0
8094,150937909,1,5890000,40,18,8,0.3188135459296696,7,0,0,0,0,12,17,0
8095,150582083,2,5900000,68,38,13,0.24442661993745607,10,0,0,0,0,13,16,0
8096,151144469,1,2223000,26,20,4,0.3174338493142308,25,0,1,0,0,2,3,0
8097,50649019,2,6900000,66,43,19,0.2369677037683629,20,0,0,0,0,1,12,1
8098,148015858,3,14499000,135,80,20,0.23439482197832331,10,0,0,0,0,9,9,0
8099,2848760,1,5900000,37,18,10,0.25368818744602883,23,1,1,0,0,10,17,1
8100,148857540,2,5900000,53,42,1,0.2966452487612954,NaN,NaN,1,0,0,10,14,0
8101,150500161,3,5900924,87,NaN,1,0.2354655470217438,10,1,1,0,0,2,12,1
8102,148473065,1,5901500,40,NaN,12,0.3072447885553976,10,0,0,0,0,9,9,1
8103,150928073,2,5904000,60,30,11,0.3566368585138825,25,0,0,0,0,13,17,1
8104,150928094,2,5904000,60,30,11,0.3566368585138825,25,0,0,0,0,13,17,1
8105,150335475,3,5905700,73,42,11,0.3562639427613344,25,0,0,0,0,5,10,1
8106,148295694,3,5909788,78,NaN,NaN,0.5310813002221482,NaN,NaN,0,0,0,7,7,1
8107,150507789,2,5924130,54,19,15,0.252451496110938,5,0,0,0,0,7,18,1
8108,150500516,2,5935540,62,NaN,1,0.2354655470217438,10,1,1,0,0,8,12,1
8109,148295723,3,5950728,83,NaN,NaN,0.5310813002221482,NaN,NaN,0,0,0,2,7,1
8110,151053096,1,5959500,43,18,10,0.24961626858209954,10,1,0,0,0,2,17,1
8111,150845227,3,5976600,71,47,8,0.2636587395802568,NaN,NaN,0,0,0,9,13,1
8112,150507742,3,5976600,71,47,8,0.26608923221477837,7,0,0,0,0,9,13,1
8113,146239118,3,5976600,71,47,8,0.2639945066092302,10,0,1,0,0,4,13,1
8114,149649952,1,5990000,47,23,13,0.33841718761234824,20,0,0,0,0,17,24,0
8115,150573982,2,5990000,47,31,9,0.2329692723275971,20,1,0,0,0,8,9,0
8116,151053090,1,5995000,43,18,10,0.24961626858209954,10,1,0,0,0,4,17,1
8117,143335633,2,6000000,61,38,21,0.3464781693992418,NaN,NaN,1,0,0,1,3,0
8118,150473522,1,6000000,39,16,14,0.30787709973404936,10,0,0,0,0,9,9,1
8119,150894743,1,6000000,49,17,16,0.2954850325553741,NaN,NaN,1,0,0,12,16,0
8120,148295580,3,6008222,75,NaN,NaN,0.5310813002221482,NaN,NaN,0,0,0,2,7,1
8121,149366477,2,6009500,50,25,9,0.24466132220694628,15,1,1,0,0,1,3,0
8122,151129628,2,6010838,70,34,12,0.3409518190971398,17,0,0,0,0,9,19,1
8123,148473108,1,6017500,41,NaN,12,0.3072447885553976,10,0,0,0,0,9,9,1
8124,149333291,1,3153183,26,14,1,0.2639945066092302,10,0,1,0,0,6,6,1
8125,148639037,1,5032000,37,20,11,0.21831360175960388,7,0,0,0,0,5,24,1
8126,151129823,2,4831215,60,30,10,0.2683205565976069,22,0,0,0,0,18,18,1
8127,150600681,2,6019000,46,NaN,1,0.22631828453452407,14,0,1,0,0,22,22,1
8128,150286890,2,6024000,60,30,11,0.3584084578681826,25,0,0,0,0,17,17,1
8129,150488275,2,6030000,67,34,NaN,0.32633403430204744,15,0,1,0,0,1,3,1
8130,150488300,2,6036000,66,34,NaN,0.32633403430204744,15,0,1,0,0,1,3,1
8131,150501242,3,6036390,71,NaN,1,0.2354655470217438,10,1,1,0,0,14,14,1
8132,151053036,1,6044400,43,17,10,0.24961626858209954,10,1,0,0,0,14,17,1
8133,150600673,2,6045000,46,NaN,1,0.22631828453452407,14,0,1,0,0,17,22,1
8134,148475164,2,6050000,62,39,12,0.2693128178565812,NaN,NaN,0,0,0,12,20,0
8135,148295568,3,6065597,76,NaN,NaN,0.5310813002221482,NaN,NaN,0,0,0,3,7,1
8136,150488375,2,6068000,61,30,NaN,0.32633403430204744,15,0,1,0,0,2,3,1
8137,150500551,2,6074880,68,NaN,1,0.2354655470217438,10,1,1,0,0,2,11,1
8138,150198054,3,6084000,50,NaN,1,0.22631828453452407,14,0,1,0,0,11,22,1
8139,150128997,1,6100000,47,19,12,0.2203697574492688,7,0,0,0,0,2,12,1
8140,25174738,3,6100000,69,44,10,0.2538922953451953,NaN,NaN,0,0,0,7,9,0
8141,150125244,1,6100000,50,19,13,0.29812877534020443,NaN,NaN,1,0,0,11,12,0
8142,150056712,2,6100000,36,24,12,0.2365299093840991,NaN,NaN,1,0,0,5,12,0
8143,148473257,1,6149450,42,NaN,12,0.3072447885553976,10,0,0,0,0,9,9,1
8144,150537742,2,6150000,62,34,10,0.25226481195531547,20,0,1,0,0,15,17,0
8145,148473227,1,6155250,42,NaN,12,0.3072447885553976,10,0,0,0,0,9,9,1
8146,151098030,2,6189830,70,NaN,1,0.252451496110938,5,0,0,0,0,2,18,1
8147,149367651,3,6199000,57,41,7,0.2536756648026196,NaN,NaN,1,0,0,6,9,0
8148,141254115,3,6200000,64,40,9,0.3806795041720137,NaN,NaN,0,0,0,1,5,0
8149,150737279,2,6200000,67,33,15,0.26301374751037043,8,0,1,0,0,5,15,0
8150,149366478,2,6208000,53,26,9,0.24466132220694628,15,1,1,0,0,1,3,0
8151,150198009,3,6218600,52,NaN,1,0.22631828453452407,14,0,1,0,0,4,22,1
8152,149919574,1,3711650,39,18,9,0.24807516987649578,15,0,1,0,0,16,17,1
8153,150959982,2,5700000,64,64,1,0.20367592393960127,17,1,0,0,0,3,3,0
8154,150816807,1,3990000,38,17,12,0.26301374751037043,NaN,NaN,1,0,0,11,19,0
8155,148473301,1,6249500,43,NaN,12,0.3072447885553976,10,0,0,0,0,9,9,1
8156,149662285,1,6250000,50,25,14,0.22044112016647144,5,0,0,0,0,6,8,1
8157,150647065,1,6250000,50,26,14,0.22083830242385746,20,1,0,0,0,6,14,1
8158,150488664,1,6255000,69,NaN,NaN,0.32633403430204744,15,0,1,0,0,1,3,1
8159,148638778,1,6270000,50,25,14,0.21922025575628537,7,0,0,0,0,4,15,1
8160,150383241,1,6270000,50,26,15,0.22135827441649863,5,0,0,0,0,8,15,1
8161,150967233,1,6270525,50,23,12,0.22232798077626553,20,0,1,0,0,9,9,1
8162,150508219,2,6274400,68,33,10,0.252451496110938,5,0,0,0,0,1,18,1
8163,150197002,3,6281400,45,NaN,1,0.22617927926061437,11,0,0,0,0,10,25,1
8164,150928092,2,6297600,64,31,13,0.3566368585138825,25,0,0,0,0,7,17,1
8165,150657542,1,6300000,50,23,13,0.22044112016647144,7,0,0,0,0,3,9,1
8166,150507484,2,6300800,70,37,10,0.252451496110938,5,0,0,0,0,6,18,1
8167,150408610,3,6304838,79,38,11,0.2646566870442709,7,0,0,0,0,8,22,1
8168,150488298,2,6306000,69,32,NaN,0.32633403430204744,15,0,1,0,0,1,3,1
8169,150488343,2,6311000,64,NaN,NaN,0.32633403430204744,15,0,1,0,0,3,3,1
8170,151098586,2,6327090,69,37,10,0.252451496110938,5,0,0,0,0,8,18,1
8171,149047007,2,6328470,57,37,11,0.252451496110938,5,0,0,0,0,2,9,1
8172,150967340,1,6334146,51,23,12,0.22232798077626553,20,0,1,0,0,2,9,1
8173,150488440,3,6344000,88,NaN,NaN,0.32633403430204744,15,0,1,0,0,1,8,1
8174,150125987,2,6350000,55,29,12,0.22392081593914043,15,0,0,0,0,8,17,1
8175,148755693,3,6350000,80,43,11,0.2645850790026747,NaN,NaN,1,0,0,3,21,0
8176,150469181,2,6350000,50,38,11,0.22838827730522937,20,0,0,0,0,8,17,0
8177,150488385,2,6362000,69,32,NaN,0.32633403430204744,15,0,1,0,0,1,3,1
8178,150507459,2,6370580,69,37,10,0.252451496110938,5,0,0,0,0,11,18,1
8179,50831753,2,6370910,70,41,13,0.24807516987649578,15,0,1,0,0,11,17,1
8180,151064812,1,2301450,20,NaN,1,0.2262247598877076,15,0,0,0,0,2,16,1
8181,148015858,3,14499000,135,80,20,0.23439482197832331,10,0,0,0,0,9,9,0
8182,149944978,1,3500000,27,15,4,0.23843064128976613,NaN,NaN,0,0,0,24,24,1
8183,147228311,2,6372730,70,41,13,0.24807516987649578,15,0,1,0,0,3,17,1
8184,150500806,3,6379400,84,NaN,1,0.2354655470217438,10,1,1,0,0,5,15,1
8185,51308739,3,6383720,83,43,11,0.2645850790026747,NaN,NaN,1,0,0,13,22,0
8186,150507433,2,6396240,69,37,10,0.252451496110938,5,0,0,0,0,7,18,1
8187,150966170,2,6398896,49,25,9,0.24321120358291698,15,1,1,0,0,2,3,1
8188,150564476,1,6400000,42,19,15,0.232989157713939,53,1,0,0,0,4,8,0
8189,150513859,1,6400000,48,20,13,0.22658662811792457,NaN,NaN,0,0,0,14,14,0
8190,149960306,1,6400000,45,21,11,0.22083830242385746,NaN,NaN,1,0,0,13,17,0
8191,148295582,3,6412660,77,NaN,NaN,0.5310813002221482,NaN,NaN,0,0,0,6,7,1
8192,149366479,2,6431100,51,26,9,0.24466132220694628,15,1,1,0,0,3,3,0
8193,150500716,2,6447260,69,NaN,1,0.2354655470217438,10,1,1,0,0,7,9,1
8194,150796147,2,6450000,58,35,8,0.2634330398504548,10,0,1,0,0,5,17,0
8195,150819721,3,6450000,81,43,20,0.36392302179176556,NaN,NaN,0,0,0,1,3,0
8196,150488287,2,6468000,61,31,NaN,0.32633403430204744,15,0,1,0,0,2,3,1
8197,150264824,1,6479999,41,18,12,0.30718951906575864,10,0,0,0,0,9,9,1
8198,150501218,3,6481920,84,NaN,1,0.2354655470217438,10,1,1,0,0,6,12,1
8199,150408608,3,6497400,79,38,11,0.2647269089085065,7,0,0,0,0,2,25,1
8200,150638457,1,6500000,42,18,12,0.233537153842488,11,0,0,0,0,1,9,0
8201,149274403,3,6500000,64,44,9,0.25267522042782753,NaN,NaN,0,0,0,9,9,0
8202,147203361,2,6500000,58,38,10,0.23181459019063444,10,0,1,0,0,5,14,0
8203,150611881,2,6500000,58,31,1,0.34441040108255744,NaN,NaN,0,0,0,1,17,0
8204,148599016,2,6500000,59,34,10,0.33429136851113966,NaN,NaN,0,0,0,5,25,1
8205,148970928,2,6500000,62,34,10,0.2546607569097562,NaN,NaN,0,0,0,11,16,0
8206,149932751,2,6500000,55,35,9,0.36503469627345114,30,0,0,0,0,4,15,0
8207,149809386,2,6500000,59,34,9,0.36140973391879,NaN,NaN,0,0,0,11,12,0
8208,148307322,2,9300000,60,32,12,0.24128496163260918,NaN,NaN,0,0,0,7,16,0
8209,150954664,3,18960000,125,65,20,0.22083830242385746,5,0,0,0,0,10,13,0
8210,150514887,2,3881628,45,25,5,0.3621537842983989,25,0,0,0,0,3,10,1
8211,149522031,1,6500000,40,20,20,0.22617927926061437,NaN,NaN,0,0,0,10,25,0
8212,150334665,1,6500000,45,22,11,0.22083830242385746,NaN,NaN,1,0,0,13,15,0
8213,151122187,2,6500000,65,40,15,0.2954850325553741,NaN,NaN,1,0,0,5,10,0
8214,149228412,2,6500000,63,33,13,0.2244006296293547,NaN,NaN,0,0,0,5,12,1
8215,35453176,3,6500000,79,44,20,0.3621276539548586,NaN,NaN,0,0,0,3,3,0
8216,151134565,3,6514060,78,41,11,0.2645850790026747,10,0,1,0,0,13,22,0
8217,150487713,3,6514060,78,41,11,0.2646566870442709,5,0,0,0,0,13,22,1
8218,150994267,3,6514060,78,41,11,0.2639945066092302,10,0,1,0,0,13,22,1
8219,150501244,3,6556550,72,NaN,1,0.2354655470217438,10,1,1,0,0,7,13,1
8220,150198060,3,6568200,53,NaN,1,0.22631828453452407,14,0,1,0,0,12,22,1
8221,150508303,2,6595550,69,29,14,0.252451496110938,5,0,0,0,0,10,18,1
8222,151134566,3,6598500,79,46,12,0.2645850790026747,10,0,1,0,0,1,19,0
8223,150298732,2,6600000,62,31,12,0.3276222511546669,15,0,0,0,0,2,3,0
8224,148189224,2,6600000,70,40,12,0.24753637013507726,15,0,1,0,0,9,11,0
8225,150500399,3,6600000,92,NaN,1,0.2354655470217438,10,1,1,0,0,2,15,1
8226,148657226,2,6600000,60,30,15,0.33841718761234824,NaN,NaN,0,0,0,4,23,0
8227,151129517,2,6599974,60,29,15,0.3409518190971398,17,0,0,0,0,10,24,1
8228,150499757,2,6605550,63,NaN,1,0.2354655470217438,15,1,1,0,0,12,12,1
8229,150500515,3,6610740,72,NaN,1,0.2354655470217438,10,1,1,0,0,8,12,1
8230,148295630,2,6611679,73,NaN,NaN,0.5310813002221482,NaN,NaN,0,0,0,7,7,1
8231,150984133,3,6612300,79,59,1,0.2262247598877076,15,0,0,0,0,8,16,1
8232,150499765,2,6613820,69,NaN,1,0.2354655470217438,10,1,1,0,0,7,9,1
8233,151098513,2,6626304,57,27,10,0.252451496110938,5,0,0,0,0,18,18,1
8234,150942048,3,6630680,79,38,11,0.2639945066092302,10,0,1,0,0,2,22,1
8235,149366480,2,6631140,55,28,9,0.24466132220694628,15,1,1,0,0,1,3,0
8236,151073061,2,2572000,51,30,10,0.7501896902902948,NaN,NaN,0,0,0,2,NaN,1
8237,150820156,2,2600000,54,32,10,0.7501735050403022,40,0,0,0,0,2,4,0
8238,148848792,2,2600000,51,36,15,0.48392886390920514,50,0,1,0,0,3,3,0
8239,150718149,1,1850000,33,17,7,0.7499923435304177,30,0,0,0,0,1,3,1
8240,149951113,1,1900000,34,18,10,0.7499923435304177,NaN,NaN,0,0,0,2,3,1
8241,151073098,1,1949999,34,17,8,0.7501896902902948,NaN,NaN,0,0,0,1,NaN,1
8242,150847597,1,2000000,35,18,10,0.7499923435304177,20,0,0,0,0,3,3,1
8243,150720823,1,2070000,43,41,1,0.7499923435304177,30,0,0,0,0,1,3,1
8244,151073114,1,2200000,41,14,8,0.7501896902902948,NaN,NaN,0,0,0,1,NaN,1
8245,150116499,1,2485000,43,19,11,0.7727114275724504,NaN,NaN,0,0,0,3,4,0
8246,151011997,1,2496000,40,18,7,0.43714048785402027,30,0,0,0,0,4,4,1
8247,151073064,1,2574227,34,16,12,0.7501896902902948,NaN,NaN,0,0,0,3,NaN,1
8248,149951011,1,2750000,28,16,4,0.8225317938135005,NaN,NaN,0,0,0,15,16,0
8249,150721208,2,2750000,56,55,1,0.7499923435304177,30,1,0,0,0,1,3,1
8250,150556709,1,2770197,38,17,10,0.4533887080021457,35,0,0,0,0,5,5,1
8251,148598518,1,2800000,39,20,1,0.45157028014413514,NaN,NaN,0,0,0,5,5,1
8252,50908703,3,2900000,47,33,6,0.449828700012853,NaN,NaN,0,0,0,1,5,0
8253,151073077,2,2900000,51,30,11,0.7501896902902948,NaN,NaN,0,0,0,1,NaN,1
8254,150188332,1,2900000,35,17,9,0.46239037888136386,NaN,NaN,0,0,0,1,5,0
8255,150556690,1,2954711,40,14,10,0.4533887080021457,35,0,0,0,0,4,5,1
8256,149950510,1,3000000,32,18,6,0.7392820277955137,NaN,NaN,0,0,0,5,5,0
8257,149032366,2,3000000,43,25,6,0.5098373253766832,NaN,NaN,1,0,0,2,4,0
8258,150556689,1,3004739,39,18,11,0.4533887080021457,35,0,0,0,0,1,5,1
8259,148883995,1,3080000,33,16,10,0.5109746022332681,NaN,NaN,0,0,0,3,4,0
8260,149950634,1,3100000,31,18,6,0.7372219463423806,NaN,NaN,0,0,0,1,5,0
8261,149048575,1,3150000,45,20,10,0.8221033037852644,NaN,NaN,1,0,0,12,17,0
8262,149469928,1,3258727,42,21,10,0.4533887080021457,35,0,0,0,0,5,5,1
8263,149951421,2,3300000,38,24,6,0.822634395080738,NaN,NaN,0,0,0,3,5,0
8264,151073069,1,1949999,34,17,8,0.7501896902902948,NaN,NaN,0,0,0,1,NaN,1
8265,148848792,2,2600000,51,36,15,0.48392886390920514,50,0,1,0,0,3,3,0
8266,151073061,2,2572000,51,30,10,0.7501896902902948,NaN,NaN,0,0,0,2,NaN,1
8267,150724189,3,3320000,75,74,1,0.7499923435304177,30,0,0,0,0,1,3,1
8268,149966909,1,3350000,30,18,6,0.8179377393590825,NaN,NaN,0,0,0,9,9,0
8269,149469936,1,3351392,43,21,10,0.4533887080021457,35,0,0,0,0,5,5,1
8270,150670583,1,3400000,30,18,6,0.8202554625611741,NaN,NaN,0,0,0,9,9,0
8271,149718855,1,3400000,38,19,9,0.7441968259716346,NaN,NaN,0,0,0,3,5,0
8272,151012003,2,3421000,57,31,10,0.43714048785402027,30,0,0,0,0,1,4,1
8273,151011987,2,3497000,58,27,12,0.43714048785402027,30,0,0,0,0,1,4,1
8274,150938312,1,3500000,31,17,7,0.4007685888455497,30,0,1,0,0,2,4,0
8275,150612835,1,3500000,30,18,6,0.8171437939611698,NaN,NaN,0,0,0,1,5,0
8276,147854171,1,3500000,32,16,8,0.5117046932650194,20,0,0,0,0,2,4,0
8277,151025747,1,3500000,30,17,6,0.4805214629433859,30,0,0,0,0,1,4,0
8278,148421786,1,3600000,49,21,14,0.517174381567621,20,0,0,0,0,4,9,0
8279,151046856,1,3650000,46,26,12,0.5131843581369664,NaN,NaN,0,0,0,2,4,0
8280,46997427,2,3700000,42,32,6,0.46779530239865513,NaN,NaN,0,0,0,4,5,0
8281,149454804,1,3700000,33,18,7,0.4822689153572417,NaN,NaN,0,0,0,3,4,0
8282,149469992,2,3710932,56,36,7,0.4533887080021457,35,0,0,0,0,4,5,1
8283,150724229,3,3720000,75,74,1,0.7499923435304177,30,0,0,0,0,3,3,1
8284,150613560,2,3800000,43,27,6,0.6355799443688048,NaN,NaN,0,0,0,2,5,0
8285,149345868,1,3800000,43,21,11,0.8225317938135005,NaN,NaN,1,0,0,13,16,0
8286,150555258,1,3800000,45,21,11,0.8242227322755984,213,0,1,0,0,13,17,1
8287,150281471,3,3850000,63,47,6,0.5108806068621652,NaN,NaN,1,0,0,3,5,0
8288,149950688,2,3850000,43,29,6,0.7354528818720123,NaN,NaN,0,0,0,5,5,0
8289,150998593,1,3850000,48,22,10,0.8225317938135005,30,0,0,0,0,7,16,0
8290,151073072,3,3900000,69,47,9,0.7501896902902948,NaN,NaN,0,0,0,1,NaN,1
8291,151073138,3,3999000,74,49,8,0.7501896902902948,NaN,NaN,0,0,0,3,NaN,1
8292,146429158,4,8500000,146,90,15,0.40681358453577904,NaN,NaN,0,0,0,4,5,0
8293,150933194,2,3600000,67,41,12,0.4037989711352038,15,0,0,0,0,16,19,1
8294,148848792,2,2600000,51,36,15,0.48392886390920514,50,0,1,0,0,3,3,0
8295,149470304,1,4000000,31,17,6,0.42560008827002094,NaN,NaN,1,0,0,1,5,0
8296,150786785,2,4000000,62,32,11,0.40685335216764335,20,0,0,0,0,17,19,1
8297,143331714,2,4000000,45,29,6,0.5523089629273191,NaN,NaN,0,0,0,5,5,0
8298,150055757,3,4000000,80,61,15,0.4777565242418478,40,0,1,0,0,2,3,0
8299,150671884,2,4100000,44,30,6,0.7424173666040239,40,0,0,0,0,4,5,0
8300,149850075,1,4100000,39,18,10,0.4108183069611772,25,0,0,0,0,7,17,0
8301,148936552,1,4100000,46,18,13,0.40730433963763496,NaN,NaN,0,0,0,2,5,0
8302,150556702,2,4130562,62,32,10,0.4533887080021457,35,0,0,0,0,3,5,1
8303,149469970,2,4146317,62,31,10,0.4533887080021457,35,0,0,0,0,5,5,1
8304,148272983,1,4150000,40,21,10,0.41493678108725385,25,0,0,0,0,12,17,0
8305,151073081,3,4200000,67,42,13,0.7501896902902948,NaN,NaN,0,0,0,2,NaN,1
8306,150435427,1,4300000,39,15,10,0.41375025933097725,NaN,NaN,1,0,0,10,17,0
